PuzzleId,FEN,Moves,Rating,Themes
M1TO3,5n2/5P1k/7p/p1p1p3/2Bp4/p2P3P/1PPq4/1K4R1 b - - 1 35,f8g6 g1g6 d2e1 b1a2 h7g6 f7f8q,1077,advancedPawn advantage endgame long promotion
88THf,rn1q1rk1/1bpp2pp/1p2p3/p7/2P5/PP2nN2/1B2B1PP/RN1QK2R w KQ - 0 12,d1d4 e3c2 e1d1 c2d4,1078,advantage fork opening short
8cKdH,r1b2rk1/pp3ppp/3p1n2/8/3q1B2/3B4/PPP3PP/R2Q1R1K b - - 1 13,c8g4 d3h7 g8h7 d1d4,1078,crushing discoveredAttack kingsideAttack middlegame short
Svmsg,r1b1k2r/5pbp/3p4/p3p1q1/1pP1Pp2/1P1B4/P1N2PPP/R2Q1RK1 w kq - 1 18,d1f3 c8g4 d3e2 g4f3,1078,crushing middlegame pin short trappedPiece
sxF1I,1r4k1/2pQ1ppp/p1p5/8/3P4/2n5/q2B1PPP/3KR3 w - - 0 24,d2c3 b8b1,1078,endgame mate mateIn1 oneMove
fXGEI,1r3r1k/5p1p/1b1p1qpQ/p1p5/2P1BP2/1P5P/P5P1/R4RK1 b - - 0 24,b6d8 h6f8,1079,hangingPiece kingsideAttack master mate mateIn1 middlegame oneMove
lGkJc,8/2P1p3/N7/8/8/P5p1/5k1p/7K w - - 2 44,c7c8q g3g2 h1h2 g2g1q h2h3 g1g3,1079,advancedPawn endgame exposedKing long mate mateIn3 promotion
s2mdJ,7k/1p2q1p1/2p2b1p/p1n2Q2/2P4P/1P4P1/P1BNr3/3R3K b - - 16 36,e2d2 f5h7,1079,mate mateIn1 middlegame oneMove
DFiZ7,r1bqkr2/ppp1n2Q/6p1/3BNpB1/3Pn3/2P5/P4PPP/R3K2R b KQq - 0 14,d8d5 h7e7,1080,mate mateIn1 middlegame oneMove
LCHTy,6k1/6p1/7p/P2R4/2P5/5P1P/2rp2P1/6K1 w - - 0 52,a5a6 c2c1 g1f2 d2d1q d5d1 c1d1,1083,advancedPawn advantage endgame long promotion rookEndgame
m136r,8/p2k2B1/3Pp1p1/1P4P1/4K3/8/8/2b5 w - - 3 57,e4e5 c1b2 e5e4 b2g7,1083,bishopEndgame crushing endgame master short skewer
fRNJc,1Q2n1k1/p4pp1/2q4p/3p1B2/P7/7P/5PP1/6K1 w - - 2 33,b8a7 c6c1 g1h2 c1f4 g2g3 f4f5,1084,advantage endgame fork long
EPZuP,r5k1/3p1pp1/p6p/1Pb1r3/7q/2N2n1P/PP1BB1P1/2RQ1K2 w - - 0 22,e2f3 h4f2,1085,mate mateIn1 middlegame oneMove
Jtr97,R7/2p3pk/3b4/1p5p/6K1/1P2BQ2/1P2nP1q/8 w - - 0 35,g4f5 h2e5,1086,endgame mate mateIn1 oneMove
UBusc,2r3k1/6pp/3R4/p7/2pP4/8/P5PP/6K1 w - - 1 34,d4d5 c4c3 d6c6 c8c6 d5c6 c3c2,1086,advancedPawn crushing endgame long rookEndgame
nl9yW,3r2k1/1Q3p1p/6pB/8/P6q/7r/1P3bPK/R4R2 w - - 0 28,g2h3 h4g3 h2h1 g3h3,1086,deflection mate mateIn2 middlegame short
whRCZ,r1b1k2r/ppp1bppp/2n5/3q4/8/1P1B1N2/P4PPP/R1BQR1K1 b kq - 0 12,e8g8 d3h7 g8h7 d1d5,1086,crushing discoveredAttack kingsideAttack opening short
a0fuy,6R1/pp1R2pp/5pk1/3p3q/2p2p2/8/P4KPP/8 b - - 3 34,c4c3 g8g7 g6h6 g7h7,1089,crushing endgame queenRookEndgame short
o4SQ9,2k2r2/pp3q2/2p1p2r/7p/1P1P3Q/2P3P1/P3RPK1/5R2 w - - 3 29,a2a4 f7f3 g2g1 f3e2,1089,crushing endgame fork short
s2z1y,r1b2rk1/1p4p1/p3p2p/3pBp2/3P3q/2NBP2P/PP3n1K/R2QR3 w - - 0 18,e1g1 h4h3,1091,mate mateIn1 middlegame oneMove
WP3yP,r3k1nr/1pp2pp1/4b1qp/p7/1n1P4/5NN1/PPP2PPP/R2QKB1R w KQkq - 0 11,a2a3 b4c2 e1d2 c2a1,1094,advantage fork opening short
NTzgG,r3r1k1/pp2bppp/2p3b1/8/5B2/2P3N1/PP3PPP/3RR1K1 b - - 4 18,a8d8 d1d8 e8d8 e1e7 d8d1 g3f1,1098,advantage long middlegame
z6mTf,r2q1rk1/2p2pp1/2Pp3p/p2Pp3/Pp2Q2b/1P2B1P1/5P1P/R4RK1 b - - 0 23,f7f5 e4h4 d8h4 g3h4,1099,advantage middlegame short
KWVfj,3B4/3R3N/4p1k1/8/1p3nK1/8/r4bbP/8 b - - 4 42,a2a3 h7f8 g6h6 d8g5,1102,mate mateIn2 middlegame short
MH28H,2r3k1/5ppp/p5n1/2RN4/1p6/1P4P1/Pr3PP1/4R1K1 b - - 0 27,c8c5 e1e8 g6f8 d5e7 g8h8 e8f8,1102,backRankMate deflection endgame long mate mateIn3
N7f8h,r1b2r1k/p6p/2p1pNQ1/q2nP3/8/8/PPP2P2/2KR1BR1 b - - 0 20,h7g6 g1h1 h8g7 h1h7,1102,hookMate mate mateIn2 middlegame short
H1EPX,1r5k/p4Qpp/4p2r/2b1p3/4B3/1P1Pq2P/P1P3P1/R4R1K w - - 1 27,a2a3 h6h3 g2h3 e3h3,1103,kingsideAttack mate mateIn2 middlegame sacrifice short
PbwMa,1k1rr3/ppp3p1/4B2p/5Nbn/8/2P4P/PP2RP1P/4R1K1 w - - 13 24,e6f7 e8e2 e1e2 d8d1 g1g2 h5f4 g2f3 f4e2,1104,crushing fork middlegame veryLong
SzOi9,4rr1k/p1p1q1pp/1p1R1p2/8/2B4R/2P2QPP/PP3P2/6K1 b - - 0 23,c7d6 h4h7 h8h7 f3h5,1104,attraction endgame kingsideAttack mate mateIn2 sacrifice short
d48aI,r2qrn1k/3b1Q1p/p2p1Np1/2pP4/P7/3p2NP/1P4P1/R4RK1 b - - 5 22,d8e7 f7g8,1104,mate mateIn1 middlegame oneMove
jmN8I,r1bk1b1r/ppppq3/7p/7Q/2B1pPP1/2N4N/PPn4P/R3R1K1 w - - 0 18,e1e4 e7c5 h5c5 f8c5,1104,advantage middlegame short
wcxbp,rn2k2r/pp4pp/2b5/4bN2/8/2PP4/PP1B2PP/R4RK1 b kq - 0 19,e8g8 f5e7 g8h8 f1f8,1104,backRankMate deflection discoveredAttack mate mateIn2 middlegame short
yJODo,r2q1r2/pQ2p1kp/3p1pp1/6B1/8/7P/PbP2PP1/RN2R1K1 b - - 0 17,b2a1 e1e7 d8e7 b7e7,1104,crushing middlegame short
Jtjtl,rn1qk1nr/pp3ppp/4b3/8/P1pB4/2N5/1P3PPP/R2QKB1R b KQkq - 0 10,b8c6 d4g7 d8g5 g7h8,1106,crushing opening short trappedPiece
bm2KA,8/p4k2/5p2/8/P2P4/2P2nr1/1P4b1/R5RK w - - 2 27,g1g2 g3h3 g2h2 h3h2,1108,arabianMate endgame mate mateIn2 short
oqF1N,6k1/2pq3p/4p1p1/5p2/1P2n3/P6P/3r1PPB/R1Q3K1 w - - 3 30,c1c7 d2d1 a1d1 d7d1,1108,endgame mate mateIn2 short
tf0hP,r2qr1k1/pn2b1pb/1p1p3p/2pP4/1P3R2/P1Q2N1P/1BPP1PP1/R5K1 b - - 4 20,e7f8 f4f8 e8f8 c3g7,1108,kingsideAttack mate mateIn2 middlegame short
PINry,6k1/7p/3p1q2/1p1Pp3/3n4/N5p1/P4PP1/1Q2N1K1 w - - 0 35,f2g3 d4e2 g1h2 f6h6,1110,anastasiaMate endgame mate mateIn2 short
gVxiG,r2qk2r/ppp1ppbp/2n3p1/3P1b2/2P1Q3/2N5/PP4PP/R1B1KBNR w KQkq - 1 11,e4f3 c6d4 f3g3 d4c2,1111,advantage opening short
9kr0j,2Rb4/k5p1/pp1Q2b1/7p/3p4/7P/5PPK/4q3 b - - 13 40,e1e7 d6b8,1112,endgame mate mateIn1 oneMove
Dj6W8,1r3rk1/3n1pp1/1q2p3/p2n3P/3PQ3/8/PP1RBP2/1KB4R w - - 7 27,e2d3 d5c3 b1a1 c3e4,1112,advantage middlegame pin short
fYVRw,8/8/1p4p1/p6p/2kpp3/P7/1P1K2PP/4B3 w - - 2 46,e1f2 e4e3 f2e3 d4e3 d2e3 c4b3,1112,bishopEndgame crushing endgame exposedKing fork long
BJBRv,5k2/pp3rpp/2pP1p2/5q2/PP1R4/7P/5PPK/4Q3 b - - 0 29,f5e5 e1e5 f6e5 d6d7 f7d7 d4d7,1113,advancedPawn crushing endgame long
GkLZe,3r2k1/1pR2pp1/p3p2p/1q6/1P1r4/P4Q2/5PPP/2R3K1 b - - 1 26,b5d5 f3f7 g8h8 f7g7,1116,endgame mate mateIn2 short
OuCco,3r4/1p6/8/4N3/pB2K2k/5P2/8/8 b - - 5 47,b7b5 b4e7 h4h5 e7d8,1117,crushing endgame fork master short
y1dca,8/8/P5p1/7p/7P/2Pk4/4pKP1/8 w - - 2 46,a6a7 d3d2 g2g4 e2e1q,1117,advancedPawn crushing endgame pawnEndgame promotion short
3VluE,3r2k1/p5pp/1p2q3/2p1p3/8/1P2QP1P/P1P3P1/1K2R3 w - - 0 27,e3e5 d8d1 e1d1 e6e5 d1d8 g8f7,1118,advantage deflection endgame long
BRImg,8/2q2pkp/2p3p1/p1Q1p3/PpP1P3/2b2N1P/2P1BPP1/6K1 w - - 2 29,f3h4 c3d4 c5d4 e5d4,1119,crushing endgame master short trappedPiece
0JpRf,5rk1/6p1/1p2p2p/p4p2/7P/Q3PR2/3P2Pq/2R1K3 w - - 2 29,f3h3 h2g1 e1e2 g1g2,1120,crushing endgame short
cidPT,8/p4k2/1pp1r3/3R4/4R2p/5K2/P7/8 b - - 0 37,e6e4 d5f5 f7g6 f3e4,1120,crushing endgame intermezzo master masterVsMaster rookEndgame short
qW8P8,4r3/1p2Pp2/p1b2k2/8/6P1/7K/PP2RP2/8 b - - 5 36,e8e7 g4g5 f6g5 e2e7,1120,advantage deflection endgame short
Egp6P,3K4/8/6Q1/4p3/4k3/6n1/8/7q b - - 1 58,g3f5 g6c6 e4f4 c6h1,1121,advantage endgame master short skewer
h0Vy6,r2r2k1/1p6/3p1bPQ/p1p1R3/4P3/5P2/P1P1K3/q4B1R b - - 0 23,d6e5 h6h7 g8f8 h7f7,1121,mate mateIn2 middlegame short
iY8ai,3r3r/1k3Npp/p1bb4/npp5/2P5/KP3N2/PB3PPP/2R2R2 w - - 0 27,f7h8 b5b4,1122,master mate mateIn1 middlegame oneMove
GpxBa,6kr/q2n1p1p/5Qp1/pp3N2/2p1P3/2P4P/PP3PP1/3RR1K1 b - - 0 24,d7f6 d1d8 f6e8 d8e8,1123,endgame kingsideAttack mate mateIn2 short
GxyZe,r1b1k2r/1p1p1ppp/p1n1p3/2q1P3/2B3n1/2N2N2/PP2QPPP/R3R1K1 b kq - 3 12,g4e5 f3e5 c6e5 e2e5 c5e5 e1e5,1123,advantage long middlegame
WmFE5,8/1p2k1p1/2pn1b2/p7/P5P1/1P6/6P1/5R1K b - - 0 49,d6e4 f1e1 e7d6 e1e4,1123,advantage endgame master pin short
Kg8G8,r4rk1/1p3ppp/p7/3pPNP1/q7/1pP1B3/1KnQB2P/2R4R w - - 2 24,c1c2 a4a2 b2c1 a2a1,1124,mate mateIn2 middlegame short
Mmt5B,3r4/p3q1Q1/1p1k1p1p/3p1B2/3PnP2/2P3P1/P6P/4R2K w - - 1 39,g7g6 e4f2 h1g2 e7e1 g6f6 d6c7,1124,advantage discoveredAttack endgame long
lo7WY,2r3k1/5p1p/p3pQp1/2q5/6N1/5PP1/4B1KP/8 b - - 8 45,c5c2 g4h6 g8f8 f6f7,1124,endgame master mate mateIn2 short
AdHV1,r5k1/1p3ppp/5b2/pN2q3/P7/1Q3P2/2P3PP/1K1R3R w - - 1 32,d1d5 e5a1,1125,mate mateIn1 middlegame oneMove
RHWq7,2r1b1k1/4qppp/r1P5/3QN3/8/6P1/p3PP1P/2RR2K1 b - - 1 30,a2a1q c1a1 a6a1 d1a1,1125,advantage middlegame short
wysRQ,r3k2r/1q1bbppp/4p3/nB1p4/8/1Q2PN2/3N1PPP/R3K2R w KQkq - 0 17,a1a5 a8a5 b5d7 b7d7,1125,advantage hangingPiece middlegame short
ERVLr,3r2k1/p1R2pp1/7p/8/8/5BP1/nr3PKP/4R3 b - - 1 25,d8d2 e1e8 g8h7 f3e4 g7g6 c7f7,1126,endgame long mate mateIn3
0rLK2,3r4/1p5k/p2rpbpp/5p1q/P2P4/2N1QPP1/1P1R2KP/3R4 b - - 0 30,e6e5 d4e5 d6d2 d1d2,1127,advantage fork middlegame short
opv5c,5r1k/1p4pp/p2Q4/4pr2/7q/P6P/1PP2PP1/3R1RK1 b - - 0 22,f5f2 d6f8 f2f8 f1f8,1127,backRankMate endgame mate mateIn2 short xRayAttack
4lo10,3r1bk1/3N1p2/2q2Ppp/8/8/2PQ4/PPKR3P/8 w - - 3 33,d7e5 c6a4 c2b1 d8d3,1128,advantage endgame master short
Glgju,5R2/pppk4/3p1N2/4q2p/1PPp3P/P2P2PK/8/3n4 b - - 3 30,d7c6 b4b5 c6b6 f6d7 b6a5 d7e5,1128,crushing endgame fork long
Plkld,8/8/p2k2p1/1p1ppp2/7R/2PKB3/r4P1P/8 w - - 0 39,h4h6 e5e4 d3d4 a2a4 c3c4 a4c4,1129,endgame long master mate mateIn3
iDkta,2rq2k1/1n3ppp/p4b2/1p3QB1/8/P4N1P/1P3PP1/R5K1 b - - 1 22,f6g5 f3g5 d8e8 f5h7,1130,crushing middlegame short
zTiMX,8/p1q1pk1p/3p2p1/r1P3P1/2Q5/4P3/5P2/2R3K1 b - - 4 32,f7e8 c4g8 e8d7 c5c6 c7c6 c1c6,1130,crushing endgame long
n05wY,r3kbnr/pQ3ppp/4p3/3pqb2/8/8/PP1N1PPP/R1BK1B1R b kq - 1 11,e5b8 f1b5 e8d8 b7d7,1131,mate mateIn2 opening short
8jhM1,r5rk/p1p3pp/1p6/3Q4/1q1P4/7R/P4PPP/5RK1 b - - 0 25,a8d8 h3h7 h8h7 d5h5,1132,attraction endgame mate mateIn2 sacrifice short
N3qFh,5r1k/pR3R1p/1b5P/3p2P1/8/6PK/3r4/8 b - - 0 38,f8f7 b7b8 b6d8 b8d8 f7f8 d8f8,1133,endgame long mate mateIn3
OghKt,8/8/8/4k1p1/4p1P1/2P5/3K4/8 w - - 2 62,c3c4 e5d4 d2e2 d4c4 e2e3 c4d5,1133,crushing defensiveMove endgame long pawnEndgame
XGTtR,3q2k1/1b2pR2/p5p1/1p2b1Pp/4P1n1/2N2Q2/PPP3P1/7K b - - 4 27,d8d2 f7f8 g8h7 f3f7 e5g7 f7g8,1133,exposedKing kingsideAttack long mate mateIn3 middlegame
VnjZl,r1b2rk1/1pp2p1p/p2p2p1/1q1N4/1P1Q1Pn1/2P5/P1B3PP/1K1R3R b - - 2 22,c7c5 d5e7,1134,mate mateIn1 middlegame oneMove
ioo0G,r1b5/p4p1p/1q4pk/3NQ3/3n4/P2B4/5PPP/4R1K1 w - - 1 25,g2g4 d4f3 g1f1 f3e5,1134,crushing fork middlegame short
D5Icd,r3k2r/ppp2ppp/6b1/2bqp3/7Q/1P1P4/nBP2PPP/1K1R1BNR b kq - 1 12,c5e7 h4a4 b7b5 a4a2,1135,advantage fork middlegame short
S1wdS,r3kbnr/1p3ppp/p3p3/1q1pP3/1n1P4/1Q3N2/PP1B1PPP/R3K1NR w KQkq - 5 13,a2a4 b4d3 b3d3 b5d3,1135,crushing middlegame short
bSEw4,rn1qk1nr/pp3ppp/2pbp3/3pN3/3P1B2/4P3/PPP1QPPP/RN2K2R b KQkq - 0 7,f7f6 e2h5 g7g6 e5g6 h7g6 h5h8,1135,crushing long opening pin trappedPiece
DOw4h,2kr2r1/1q4bp/2p1pp2/ppBn4/3P4/5Q1P/PPP2P2/2KR1BR1 w - - 4 21,h3h4 g7h6 c1b1 g8g1,1136,advantage discoveredAttack middlegame short
El564,8/8/3k2Kp/P3N1p1/8/8/8/8 b - - 0 50,d6e5 a5a6 g5g4 a6a7 g4g3 a7a8q,1136,advancedPawn crushing endgame long pawnEndgame promotion
4Yfk6,1k6/1pp2p2/p7/q7/3pB3/1P1Pr1b1/P1P3Q1/1R1K1R2 w - - 10 32,a2a4 e3e1 f1e1 a5e1,1137,mate mateIn2 middlegame short
66s6e,8/2rp1p2/5Pkp/8/8/1KN3nP/2P5/4R3 b - - 4 41,g6f6 c3d5 f6f5 d5c7,1137,crushing endgame fork short
Bi42U,8/2q5/5np1/4R2k/2P2P1p/1P6/P7/2K2R2 b - - 4 38,h5g4 e5g5 g4h3 f1h1,1137,endgame mate mateIn2 short
dZGIE,2Q5/8/1K5p/8/1p6/1P5k/2P5/5q2 b - - 3 55,h3h4 c8c4 f1c4 b3c4,1137,crushing endgame queenEndgame short
eheaI,6k1/2N2pp1/1p5p/8/2b2B2/P1n4P/2R2PPK/4r3 b - - 4 28,c3d5 c2c4 d5f4 c4f4,1137,crushing endgame hangingPiece short
mRIg2,8/1r3p2/3R1pkp/4P3/7P/2KB2Pr/2P5/8 b - - 0 48,g6g7 e5f6 g7h8 d6d8,1137,endgame mate mateIn2 pillsburysMate short
pfzVY,8/7p/6p1/3pk3/1r6/1PR2K2/5P1P/8 w - - 5 48,f3e3 d5d4 e3d2 d4c3,1138,crushing endgame fork rookEndgame short
ceTct,5rk1/p4Qpp/1p6/2n5/8/6P1/P4PBP/3R1bK1 b - - 0 26,f8f7 d1d8 f7f8 g2d5 c5e6 d5e6 g8h8 d8f8,1139,backRankMate endgame mate mateIn4 veryLong
aOSIM,r2q1rk1/1p3pp1/6np/p1Q5/P1B5/3P3P/1PP2PK1/R3R3 w - - 1 20,c5f5 g6h4 g2g1 h4f5,1140,crushing fork middlegame short
0iaiu,8/R7/p5k1/1b6/4nB2/4P2p/r6P/2R3K1 w - - 0 30,a7c7 a2g2 g1h1 e4f2,1141,endgame mate mateIn2 short
QF4pS,3r1rk1/p1Q2p1p/2p1pRp1/8/3P4/1PP5/P3q1PP/5R1K w - - 7 26,f6f7 e2f1 f7f1 f8f1,1141,backRankMate endgame mate mateIn2 short xRayAttack
cI1Zu,4r1k1/ppp2ppp/1b1q4/2r2P2/3n2B1/P1QP3P/1PP3P1/2K1RR2 b - - 0 22,c5c3 e1e8 d6f8 e8f8 g8f8 b2c3,1141,advantage hangingPiece kingsideAttack long middlegame
g8QPe,4k3/2R5/3nK3/2pP4/1p4PP/1r6/8/8 b - - 7 59,d6e4 c7c8,1141,endgame master mate mateIn1 oneMove
kXCkH,r2k2nr/ppNb1ppp/3Q4/8/4P3/2q2P2/P1PR1P1P/4KB1R b K - 4 13,c3c7 d6f8,1141,mate mateIn1 middlegame oneMove
Kn9KN,2r1r1k1/3b2b1/1p3qp1/p2p1p2/3P1P2/P2BBR2/2P3P1/R2Q2K1 w - - 0 24,f3h3 e8e3 h3e3 f6d4,1142,capturingDefender crushing middlegame pin short
Qs5T4,1r3rk1/7p/p4p2/3p3q/8/1P4pn/P1PQ3N/R2R2NK w - - 0 30,d2g2 h3f2 g2f2 g3f2,1142,advancedPawn crushing fork middlegame short
SjnQT,4N1k1/7p/1p1r2p1/p1p5/P1P5/1P4P1/5bK1/1R6 b - - 0 32,d6d2 e8f6 g8g7 f6e4 d2e2 e4f2,1142,crushing endgame long master
Vz77t,2r3k1/5pp1/3q4/p4BPp/Pp1p3P/1Pr2n2/1KP1Q3/2R4R b - - 1 29,c8c7 e2e8 d6f8 f5h7 g8h7 e8f8,1142,crushing deflection kingsideAttack long middlegame
Vjf42,r1b2rk1/pp4pp/3bq3/3p4/4NPn1/1B2B3/PP4PP/R2Q1RK1 b - - 0 16,e6e4 b3d5 c8e6 d5e4,1143,advantage fork middlegame short
erIlb,R3nrk1/pp2Qpp1/2p1b3/4q2P/8/2N5/PPP2P2/4K2R w K - 1 22,e1d1 e6g4 d1c1 e5e7,1144,crushing discoveredAttack middlegame short
fGMz6,8/8/3P4/2P2k2/3K4/pP2R3/3r4/8 w - - 1 49,e3d3 d2d3 d4d3 a3a2 d6d7 a2a1q,1144,advancedPawn crushing endgame long promotion rookEndgame
muCVm,8/q5pk/8/5P2/7r/5Q2/6P1/3R2K1 w - - 2 52,f3f2 h4h1 g1h1 a7f2,1144,crushing deflection endgame short
uk6fH,1k1rN3/1pp5/pq6/6p1/3P2P1/2Q4P/PR6/K4n2 b - - 1 38,b6d4 c3c7 b8a7 c7b7,1144,endgame master mate mateIn2 short
REMfv,2r5/pp4k1/7R/3pq1p1/4r3/6P1/PP3Q2/1K5R b - - 0 32,c8e8 h6h7 g7g8 f2f7,1145,endgame mate mateIn2 short triangleMate
sxuZX,8/2p2pkp/2p5/p1r5/3pR3/1P1P1P1q/P1P1Q2P/7K b - - 7 33,c5c2 e4g4 g7f8 e2c2,1145,crushing endgame intermezzo short
B61Cg,r4rk1/1bp2ppp/p2p3b/4pP2/4P1nq/1PNPBR2/1PPNQ1PP/R5K1 w - - 3 19,e3h6 h4h2 g1f1 h2h1,1146,fork mate mateIn2 middlegame short
IYUBF,6k1/2q2pp1/5n1p/4rQ2/p1pR4/2P1P2P/P2N1PP1/6K1 w - - 1 28,d4d8 c7d8 f5e5 d8d2 e5b8 g8h7,1147,crushing defensiveMove endgame long
Q68h3,r6k/pp1q4/6pP/2ppr3/3n4/2QB4/PP1B4/2KR3R w - - 0 25,d3g6 d4e2 c1b1 e2c3 d2c3 d5d4,1147,advantage fork long middlegame
qA3Xn,3q1rk1/5pp1/p3p2p/1p1pQ3/b7/5PBP/5P1K/6R1 b - - 1 27,d8f6 e5f6 g7f6 g3d6 g8h7 d6f8,1147,advantage clearance discoveredAttack discoveredCheck endgame long
vpAvq,r2q2k1/1p3p1p/6p1/p1Pp3r/3b1P2/B7/PPQ3PP/R4R1K w - - 0 23,a1d1 h5h2 h1h2 d8h4,1147,attraction kingsideAttack mate mateIn2 middlegame sacrifice short
J5nRc,r1r2k2/2qn1p2/p3pn1p/1p1pN3/3P4/2P3QP/PPB2PP1/4RRK1 w - - 5 22,e5f7 c7g3 f2g3 f8f7,1148,advantage intermezzo middlegame short
gIQHs,8/7p/6P1/pp3P2/4Pb1P/kP6/2K5/8 b - - 0 40,h7g6 f5g6 f4e5 h4h5 a3b4 h5h6,1148,bishopEndgame crushing endgame long quietMove
htow5,3r2k1/p5p1/1p1p3p/n1pP4/Q1P2P2/1P3qP1/P2KRB2/8 w - - 4 27,a4a3 a5c4 b3c4 f3a3,1148,crushing endgame master short
ukOQG,r1b1k2r/ppp1nppp/8/4b3/Q1B4q/3P4/PP4PP/RNB2R1K b kq - 3 14,c7c6 c4f7 e8d8 a4h4,1148,attackingF2F7 crushing discoveredAttack opening short
wDt4g,5r2/5pkb/p7/q2p2Q1/P1p3N1/5P2/6N1/6Kn b - - 0 34,h7g6 g5h6 g7g8 g4f6,1148,fork mate mateIn2 middlegame short
yEwR3,8/p5k1/1p2b1p1/4P1N1/4Bn2/PP5r/R2K1P2/8 b - - 0 41,h3b3 g5e6 f4e6 e4d5 b3b5 d5e6,1148,advantage endgame fork long
yfTFb,r2qk2r/ppp1B1pp/3pp3/8/4nP2/7P/PP2N1P1/R2Q1RK1 b kq - 0 13,d8e7 d1a4 c7c6 a4e4,1148,advantage fork middlegame short
1Gm3s,6k1/1p4pp/p1p1r1r1/3p4/3PpP2/1P2P1RP/P4P1K/6R1 b - - 7 28,g8f7 f4f5 e6d6 f5g6,1149,crushing endgame fork rookEndgame short
RYwev,8/8/8/8/1RK5/P1P5/k6r/8 w - - 7 73,b4b3 h2h4 c4c5 a2b3,1149,crushing deflection endgame master rookEndgame short
fbYkN,r1bqk2r/p4ppp/2p2p2/3P4/1b6/2N5/PP2PPPP/R2QKB1R b KQkq - 2 9,c6d5 d1a4 c8d7 a4b4,1149,crushing fork middlegame short
gHfSx,6k1/3qRp2/4bPpp/p1pQ4/3p4/P1p3P1/5P1P/6K1 w - - 0 34,e7d7 e6d5 d7d5 c3c2 d5c5 d4d3,1149,advancedPawn advantage endgame long
txeJm,1n3b1r/1pQ3pp/p3pk2/3pp3/8/6P1/PqP1NP1P/3RKB1R w K - 0 19,c7c3 f8b4 c3b4 b2b4,1149,crushing middlegame pin short
Pkcl0,3r4/ppp1bR1k/7p/3n3Q/4p3/6qP/PPP3P1/7K b - - 2 28,h7h8 h5h6 h8g8 h6h7,1150,endgame mate mateIn2 short triangleMate
TQp2X,R7/7r/2pNK2k/P5p1/8/2P5/1P5p/8 b - - 0 42,h2h1q d6f5 h6h5 f5g3 h5g4 g3h1,1151,crushing endgame fork long
JhLvD,1R6/p2b1Npp/2k1pn2/3p4/3P4/4B2P/r4PP1/6K1 b - - 2 24,c6c7 e3f4 e6e5 f4e5 c7c6 f7d8,1152,endgame exposedKing long mate mateIn3
0EI7y,6k1/1p3p1p/p1p5/3pQ2N/3P4/4PK2/2q5/8 b - - 5 55,c2g6 e5b8,1153,endgame master mate mateIn1 oneMove
vNn6F,r3kbQ1/p1p4p/b1p3p1/q7/3P4/2K5/PPPB3P/RN6 w q - 1 19,b2b4 a5b4,1153,mate mateIn1 middlegame oneMove
mxNlV,r1bqkb1r/1p3ppp/p2pp1n1/2pPn3/4P3/P4N2/BPP2PPP/RNBQ1RK1 w kq - 0 9,c1g5 e5f3 d1f3 d8g5,1155,crushing kingsideAttack opening short
4c2nu,3b1rk1/ppr3pp/7q/4Pp1P/3P2Q1/3BPN2/8/2R1R1K1 w - f6 0 30,g4h3 c7c1 e1c1 h6e3,1156,advantage middlegame short
V89bH,3r4/pp4R1/3k1r2/3pNpp1/3P2b1/1BP5/PP6/6K1 b - - 0 32,d8f8 g7d7 d6e6 b3d5,1156,endgame master mate mateIn2 morphysMate short
evXw1,8/7p/6p1/1p1p4/1P2p3/1KP1B3/5Q2/3k3q b - - 6 64,h1e1 f2c2,1156,endgame mate mateIn1 oneMove
5Nlyb,r4rk1/1p6/p2p1qPR/3Q4/5P2/8/PPP5/2K5 b - - 2 30,g8g7 h6h7 g7g6 d5h5,1157,endgame mate mateIn2 short triangleMate
RXReZ,rnb3k1/pp3rpp/8/2q1b2P/2BN4/1K6/P1P1QP2/RN6 b - - 3 21,e5d4 e2e8 c5f8 c4f7 g8h8 e8f8,1157,kingsideAttack long mate mateIn3 middlegame pin
w5GIL,8/p7/1p1k3p/8/PPP2KPp/8/8/8 b - - 0 39,h4h3 f4g3 h3h2 g3h2,1157,crushing endgame pawnEndgame short
Bmtiw,r2qkb1r/ppp1np2/3p3p/3N3p/4P2Q/3B1P2/PPP3PP/R4RK1 b kq - 1 16,c7c6 d5f6,1158,mate mateIn1 middlegame oneMove
LOyn9,5R2/pp1r2pk/4q2p/8/1P6/P5P1/2Q4P/6K1 b - - 3 35,e6g6 f8h8 h7h8 c2g6,1158,crushing deflection endgame short
sq7hx,5k2/r4p2/p1n1p2Q/2P4p/P1P3pP/4BP2/4RKP1/1r1q4 b - - 6 33,f8e8 h6h8 e8d7 e2d2 d1d2 e3d2,1158,advantage fork long middlegame
zpCzH,8/4q1p1/2Q4p/4kp1P/1bB1p3/p3P1P1/5PK1/8 b - - 2 47,e7c5 c6e6,1158,endgame master mate mateIn1 oneMove
9bSOV,5k2/5r1p/2p1RBp1/1p4P1/p6Q/7P/P2q2K1/8 w - - 3 49,h4f2 d2d5 g2f1 d5e6,1159,crushing endgame fork short
GhZh5,r3k2r/pp2nppp/3p1n2/1q1Pp3/8/P1P4P/2PN1PP1/R1BQK2R b KQkq - 2 13,e7d5 c3c4 b5c6 c4d5,1159,advantage fork middlegame short
