PuzzleId,FEN,Moves,Rating,Themes
8P05W,1r4k1/2p4p/3p2p1/p1pP4/2P1Br1q/1P5b/P5QK/4RR2 w - - 0 24,f1f4 h3g4 h2g1 h4e1,2099,advantage discoveredAttack discoveredCheck middlegame short
kcIMh,4k1Q1/1p2n3/1q1pNQ2/3P4/4P1b1/6P1/5R2/q1r2BK1 b - - 0 37,e7g8 f6f7,2099,master mate mateIn1 middlegame oneMove
w1nrZ,4Rrk1/p5pp/8/8/2pPQP1q/2P5/PP3K2/8 w - - 8 36,f2e3 h4e1 e3f3 f8e8 e4e1 e8e1,2099,advantage endgame long
Fr9GR,7k/8/6Q1/7p/5q2/7K/6P1/8 b - - 4 53,h5h4 g6h5 h8g8 h5g4 f4g4 h3g4 h4h3 g4h3,2100,crushing endgame exposedKing queenEndgame veryLong
1gj3e,8/2k5/8/PP2b1pp/3NQ3/3K3P/8/1q6 w - - 7 47,d3e3 e5f4 e4f4 g5f4,2101,crushing endgame master masterVsMaster short
Szzng,5rk1/2p2ppp/p1N1p3/6P1/q1PPQP1P/Pr5R/1p1R4/1K6 w - - 5 26,e4c2 a4a3 c6e7 g8h8 c2b3 a3a1 b1c2 a1c1,2101,advantage exposedKing middlegame queensideAttack sacrifice veryLong
ZRfke,8/5Qp1/7p/1p1k4/2p3P1/2PqP2P/6K1/8 b - - 10 38,d5e4 f7e6,2101,endgame mate mateIn1 oneMove queenEndgame
plmoa,r3r1k1/4P1pp/p1p2q2/1p3N2/6Q1/3R2RP/b4PP1/6K1 b - - 1 29,g7g6 d3d6 f6d6 f5d6,2101,crushing middlegame pin short
KV0Hp,4rk2/1p3pR1/4r2p/p1p1PN2/1q1pQ3/1P4P1/2P2P1P/6K1 b - - 0 36,e6e5 g7g8 f8g8 e4g4 g8h8 g4g7,2102,attraction endgame long mate mateIn3 sacrifice
UQREz,5Q2/8/6pk/3q3p/8/5P1P/8/6K1 b - - 2 51,h6g5 h3h4 g5h4 f8f4 h4h3 f4h2,2102,attraction endgame long mate mateIn3 queenEndgame
pbYED,8/8/2k5/3pBp1p/1b1P2pP/4P1P1/2K5/8 b - - 5 47,b4d6 e5d6 c6d6 c2b3 d6c6 b3a4 c6b6 a4b4,2102,bishopEndgame crushing defensiveMove endgame veryLong zugzwang
Gyin3,r1bqk2r/pp1pbppp/2n1pn2/8/3P4/1P3N2/PBP2PPP/RN1QKB1R w KQkq - 3 7,f1b5 d8a5 b1c3 e7b4 d1d3 f6d5,2105,crushing fork long opening
KYac0,r1b1k2r/1p4pp/p2b4/3pPp2/Pn4Bq/1PN5/2PB1PRP/R2QK3 b Qkq - 0 18,d6c5 d2g5 c5f2 e1f1 f5g4 g5h4,2105,crushing defensiveMove long middlegame
ebimP,8/pR2b3/P2p2r1/2pPpk2/3n2pQ/4B2P/2q2PP1/2N3K1 w - - 2 39,h4e7 d4f3 g2f3 g4f3 e7g5 g6g5,2106,crushing discoveredAttack discoveredCheck long middlegame sacrifice
qpXFK,4r1k1/pp3p1q/1np2p1Q/8/2B2PP1/2N4P/PPb5/2R4K w - - 1 25,c4f7 g8f7 h6h7 c2h7,2106,advantage hangingPiece middlegame short
ES20U,2R5/p5pp/1p1K2k1/3p2q1/N2Pr3/3Q4/PP4P1/8 w - - 12 36,c8c6 g5d8,2107,endgame mate mateIn1 oneMove
0lJPA,5r2/bpp1k1q1/p3p2p/P3p1p1/1P6/5NPP/3Q2K1/3R4 b - - 1 31,e5e4 d2d7 e7f6 f3e5 g7d7 e5d7,2108,advantage endgame long quietMove
AqttQ,7Q/8/kp4P1/p1pb3P/P7/4q1B1/1P6/5NK1 w - - 5 50,g1h2 e3e2 h2h3 d5e6 h3h4 e2g4,2108,deflection endgame exposedKing long mate mateIn3
yBINP,r2q2r1/p3bpBk/3p4/3PpN2/4P2n/2Pn1P1Q/PP1K1P1P/R5R1 w - - 13 22,g1g4 d3f2 h3h4 e7h4 g4h4 d8h4,2108,advantage fork long middlegame
O5Jdd,r2q3r/3b4/2p5/ppP2k2/3p1n2/1P3NQ1/P4PPP/4R1K1 b - - 5 25,d8f6 e1e5 f6e5 g3g5 f5e4 g5e5,2109,advantage long middlegame sacrifice skewer
KUbng,8/1p6/2p1k1P1/p2pN3/3n1K2/8/PP6/8 b - - 0 38,d4e2 f4g5 e2g3 g6g7 g3e4 g5g6,2111,advancedPawn crushing defensiveMove endgame knightEndgame long
vhAHU,r7/ppp2b2/n2p1q1k/1B1Pp3/4P1R1/2N2p1P/PPP2Q2/1K6 w - - 11 27,f2h4 f6h4 g4h4 f7h5,2111,advantage defensiveMove middlegame short
7utR8,3r2k1/BBpn1pp1/5n1p/6q1/3P4/P1PQ4/2P3PP/1R3rK1 w - - 0 24,b1f1 g5a5 d3a6 a5a6 b7a6 d8a8,2112,advantage long middlegame
pMmvb,3r1rk1/pp1B4/7q/2b1ppp1/3n4/2P3B1/PP3PPP/R2Q1RK1 b - - 1 21,d8d7 g3e5 d4f3 d1f3,2113,advantage master middlegame short
npIPN,4r1k1/3R2pp/b2Bp3/p4p1r/Pp6/1Bb1R3/5P1P/3K4 b - - 1 34,a6c8 e3e6 e8e6 b3e6 g8h8 d7d8,2114,backRankMate long mate mateIn3 middlegame
pxBMO,3r1r2/1p3pbk/p5qp/1Q3R2/8/4B1P1/PP3P1P/4R1K1 w - - 0 30,b5c5 b7b6 c5c2 d8d5 f5d5 g6c2,2114,advantage long middlegame
D4Zvs,r1b3k1/pp3p2/2pb2pp/q2p4/3Pr2N/4P3/PPQ2PPP/1BR2RK1 w - - 0 18,h4g6 f7g6 f2f3 e4e6,2115,advantage hangingPiece middlegame short
d2q7r,5rk1/2p2pp1/B2p3p/8/4Pp1q/P2P1P1b/2r2P1P/3RQ1RK b - - 1 23,c2f2 d1d2 h3g2 g1g2 f2g2 e1h4,2115,advantage long middlegame
qOL7l,2kr3r/1ppqnpb1/p2p4/3P2Bp/2PN2n1/3Q4/PP1N2PP/1R3RK1 w - - 1 20,f1f7 g4e5 f7e7 e5d3,2115,advantage fork middlegame short
X3wtH,r1bq1rk1/pp3p1n/4pbpQ/3p4/3N4/1P1PPR2/PB4PP/R5K1 b - - 3 18,f6g7 h6g7 g8g7 d4f5 g7g8 f5h6,2116,attraction discoveredCheck doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice
YxD7I,8/8/p7/8/P7/kr3p1P/3R4/3K4 w - - 0 47,h3h4 b3b1 d1c2 f3f2 c2b1 f2f1q,2116,advancedPawn crushing endgame long promotion rookEndgame
fJEW7,r3r1k1/pp2nppp/2p2b2/8/1PNP1nq1/5N2/PBB2PP1/R2Q1RK1 w - - 0 18,f3h4 f4e2 d1e2 g4e2,2116,crushing kingsideAttack middlegame short
9poTj,k7/P7/1p2Q3/1PqpR1N1/8/6P1/2P2PKr/R6r w - - 3 35,g2f3 c5f2 f3g4 h2h4 g3h4 h1h4,2117,killBoxMate long mate mateIn3 middlegame sacrifice
cP0xx,8/2k5/1p6/1K3p1p/P3p2P/4P3/5P2/8 w - - 0 39,b5a6 c7c6 a6a7 b6b5 a4b5 c6b5 a7b7 b5c4 b7c7 c4d3 c7d6 d3e2 d6e5 e2f2,2117,crushing endgame pawnEndgame veryLong zugzwang
n0Soe,r6k/1p3Q1p/4p1p1/3p4/3b2P1/P1r1B1nP/P5BK/1q2R3 b - - 1 25,b1e1 e3d4 e6e5 f7f6 h8g8 g2d5,2117,fork hangingPiece long mate mateIn3 middlegame
OvcgX,r1b1r1k1/ppq2pb1/2np1n2/6Np/3P3P/3QB3/PPBN1PP1/R3K2R w KQ - 7 16,d2e4 f6e4 g5e4 c6b4,2119,advantage master middlegame short
buwil,r3b2k/pp5p/4R1pP/4Nr2/2p1pP2/4Q3/1qP3K1/2R5 b - - 0 36,e8c6 e5c4 b2f6 e6f6,2119,crushing middlegame short
gUE0c,8/6R1/1p5p/4r2P/PPb2p1k/5B2/5P2/6K1 w - - 3 42,g7g4 h4h3 g1h1 c4d5 f3d5 h3g4,2120,crushing deflection endgame long
20xvF,8/5pk1/8/b3PK2/P5P1/8/8/8 b - - 2 48,g7h6 f5f6 a5c3 g4g5,2121,bishopEndgame crushing endgame short
DLiJn,8/1p6/p2k4/3pp1p1/2P3P1/3K1P2/PP6/8 b - - 0 43,b7b5 c4d5 d6d5 b2b4,2121,crushing defensiveMove endgame pawnEndgame short zugzwang
nwu0B,r7/pp4kp/2p1Q1p1/5p2/5q2/5PRP/Pb5K/3R4 b - - 1 28,b2e5 d1d7 g7h8 d7h7 h8h7 e6g6 h7h8 g6h5 f4h6 h5h6,2121,attraction endgame mate mateIn5 sacrifice veryLong
LmHcC,r2qk2r/4bp1p/p2p4/1pp1pn2/4b1Q1/2P2N2/PP1B2PP/R2B1RK1 b kq - 1 19,d6d5 f3e5 h7h5 g4h3,2123,advantage master masterVsMaster middlegame short
b9IZJ,r4rk1/ppp2ppp/4b3/n2Q4/1q1P4/4PN2/PP3PPP/1K1R1B1R w - - 3 14,d5c5 e6a2 b1a2 b4b3 a2b1 b3d1,2123,advantage attraction fork long middlegame sacrifice
6pHWL,5n2/1r4k1/2p1p1p1/3p4/5Q2/2qN3P/5RPK/8 b - - 1 35,c3d3 f4f8 g7h7 f2f4 g6g5 f4f6 d3g6 f6g6,2127,advantage endgame master quietMove veryLong
Sz8FE,r3r3/pb1R4/1pk4p/4b1p1/6B1/8/P1P2PPP/3R2K1 b - - 3 25,b7a6 g4f3 c6c5 f3a8 e8a8 d7d5,2128,advantage long middlegame skewer
lfcN9,3r2k1/5p1p/5qpB/1p1Qb3/p7/P1P5/1P3PPP/1R4K1 w - - 1 27,d5c5 f6f5 b1e1 e5h2 g1h2 f5c5,2128,crushing discoveredAttack endgame long
u4z21,r3k3/pp3b2/2p5/4qp2/4n3/2P5/PP3PQ1/R1B1R1K1 w q - 7 26,f2f3 e8c8 f3e4 d8g8 g2g8 f7g8,2130,advantage castling clearance long middlegame pin sacrifice
l2gaA,6k1/5pbp/3p2p1/3Pp3/4P1n1/1p3N2/2q2PPP/R4QK1 w - - 2 27,a1c1 g7h6 c1c2 b3c2,2132,advancedPawn crushing endgame sacrifice short
lYmqa,2r5/2p3bk/3r2pp/p3N3/1n6/2N4P/1P3PP1/2R1R1K1 w - - 0 29,e5f7 d6d7 f7e5 g7e5 e1e5 b4d3,2134,advantage long middlegame
q1cUD,2r2rk1/pb3pp1/1p1q3p/1B1pn3/1P1N2n1/P3P3/3N1PPP/2RQ1RK1 w - - 2 17,h2h3 c8c1 d1c1 e5d3 h3g4 d3c1,2134,advantage attraction long middlegame
30fHO,3r3k/p3Q1p1/7p/P4p2/8/5B1P/1rq2PP1/5RK1 b - - 1 29,d8d2 e7e8 h8h7 f3h5 f5f4 h5f7,2135,advantage defensiveMove endgame long master quietMove
eJI5k,4k2r/5pp1/4p3/p1qpP3/1b6/1P1Q1N1P/5PP1/R5K1 b k - 0 25,c5c3 d3c3 b4c3 a1c1 d5d4 f3d4,2135,advantage endgame long
njvav,r4r2/p3ppk1/4N1pp/4P3/1P1Pp1PQ/8/q6P/4RRK1 b - - 0 24,f7e6 h4e7 g7g8 f1f6,2135,collinearMove crushing endgame master short
o4j8V,8/pp1k4/2p2p1p/1PP2ppP/2PK1P2/6P1/P7/8 b - - 2 28,d7c7 f4g5 f6g5 d4e5,2135,crushing endgame master pawnEndgame short
R2JMH,r4rk1/pp3ppp/4pb2/2pq4/3P2N1/2Q5/PPP2P1P/2KR2R1 b - - 1 19,f6d4 g4f6 d4f6 c3f6 d5d1 c1d1,2139,advantage long middlegame pin xRayAttack
cdgz5,5rk1/p2b1ppR/1p6/4p3/3N4/P1PBn1P1/5qP1/2K4Q b - - 1 23,f7f6 h7g7 g8g7 h1h7,2139,attraction mate mateIn2 middlegame sacrifice short swallowstailMate
kbBAj,r2b1rk1/pb1R1p1p/2p3p1/1q1p4/8/PB2BQ2/2P2PPP/1R4K1 b - - 5 23,b7c8 d7d8 f8d8 f3f6 d8d6 f6d6,2139,crushing long middlegame sacrifice
BODH5,8/4k1p1/p1Q4p/1pP1qP2/4P3/P5P1/7P/7K w - - 0 37,c6e6 e5e6 f5e6 a6a5,2140,crushing defensiveMove endgame queenEndgame short
Oq2Xy,8/8/8/1p6/1k6/7P/5PP1/5K2 w - - 0 37,f1e1 b4a3 g2g4 b5b4 e1d2 b4b3,2143,crushing endgame long pawnEndgame
Xyycj,1r3rk1/3npp1p/1qpp1bp1/8/7P/p1N2P2/P1PPQP2/B1KR1BR1 w - - 1 18,h4h5 b6b1 c3b1 f6b2 a1b2 a3b2,2143,advancedPawn collinearMove long mate mateIn3 middlegame queensideAttack sacrifice
Bkh3W,6r1/4Q1P1/p1kp3b/2q1p3/2B1b3/P1P5/1P3P2/K2R4 b - - 0 41,c5c4 d1d6 c6b5 e7e5 b5a4 d6d4,2144,crushing endgame fork long pin
Vkv43,8/p7/R7/1n1rpkp1/1P3pR1/P4P2/4K1P1/8 w - - 3 42,g2g3 b5d4 e2f2 d4f3,2144,crushing endgame short
6H5XK,8/8/6N1/2k2p2/1p3PnP/3K4/8/8 w - - 0 46,g6e5 g4e5 f4e5 c5d5 h4h5 d5e5 h5h6 e5f6 h6h7 f6g7 h7h8q g7h8,2146,crushing endgame knightEndgame veryLong
C7R84,8/5R2/8/2r2k1p/5r2/3K4/8/7R b - - 20 70,f5e5 h1e1 e5d6 f7f4,2146,crushing deflection endgame rookEndgame short
IeqET,3r4/1p2R2k/1pbbp1B1/8/1P4KP/P1Bp4/7P/8 b - - 9 39,h7g6 h4h5 g6h6 c3d2 d6f4 d2f4,2146,endgame exposedKing long mate mateIn3
l5GTr,6k1/1b2bppp/5n2/2p1N3/r3P3/4B1PP/5PB1/1R4K1 b - - 1 24,e7d6 b1b7 d6e5 f2f4 h7h6 f4e5,2146,crushing long master middlegame
3VAqP,2r1r1k1/p2R1p1p/1bp3p1/1q2p3/8/2Q5/PB3PPP/3R2K1 b - - 5 26,b6d4 d7d4 e5d4 c3d4 b5b2 d4b2,2147,advantage long middlegame
OP9Nb,5rk1/8/1p1p3p/3Pp1q1/1P2B1pn/4P3/4Q1PP/5RK1 b - - 3 29,h4f5 e2f2 g5e3 e4f5 e3f2 f1f2,2147,advantage endgame long master
QeDKB,5rk1/pp3ppp/2p3q1/3pr3/PP1Nn3/2P1PQ1P/3P2P1/3R1RK1 w - - 1 20,d4f5 e4g5 f3g4 h7h5 g4g5 g6g5,2147,crushing long middlegame
q1Tpb,8/8/3k2p1/p1p5/P1K1pP1p/4P2P/6P1/8 w - - 3 43,c4b5 d6d5 b5a5 d5c6 a5a6 c5c4,2147,crushing defensiveMove endgame long pawnEndgame zugzwang
5vH6N,1rb2r2/p5p1/2N1kp2/3p3Q/4qP2/P1B1n1K1/1PP3P1/R6R w - - 5 24,h1h2 e3f5 h5f5 e6f5 c6d4 f5g6,2148,crushing long master middlegame
Edr4o,r2q1rk1/1pp2ppp/p1n2b2/3p4/3P2b1/2NB1N1P/PPP1QPP1/2KR3R b - - 0 11,c6d4 d3h7 g8h8 d1d4,2149,advantage discoveredAttack kingsideAttack middlegame short
XHGlz,r3r1k1/5pb1/p3p3/1pp1P1RQ/4q3/P7/1PPB4/R2K4 b - - 1 26,e4h7 h5h7 g8h7 d1e2,2149,crushing middlegame short
YRF6w,2r1r1k1/4Bpp1/p7/1p2P2p/2qPQ2P/P5P1/1PP2R2/1K6 w - - 2 32,e7c5 c8c5 b2b3 c4d5 e4d5 c5d5,2149,crushing endgame long
tDqzc,r1b2rk1/ppp2Bpp/3p4/8/6nq/6N1/PPP2PP1/RN1QR1K1 b - - 0 15,f8f7 e1e8 f7f8 d1d5 c8e6 d5e6 g8h8 e8a8,2149,crushing kingsideAttack middlegame veryLong
cKQ1H,8/6p1/4k2p/4Pp2/4pK1P/6P1/4P3/8 b - - 0 44,g7g5 h4g5 h6g5 f4g5 e6e5 e2e3 e5e6 g5g6,2150,crushing endgame pawnEndgame quietMove veryLong zugzwang
kKzHa,8/8/5k2/p3nB2/P4p1p/7P/6PK/8 w - - 0 42,f5g4 e5g4 h3g4 f6g6 h2g1 g6g5 g1f1 g5g4,2150,crushing endgame master veryLong
jOchP,4r1r1/pppn2pp/2kb1n2/5Q2/2P5/2NpB3/P1P2PqP/R3KR2 b Q - 3 17,a7a6 f5b5 a6b5 c4b5,2152,mate mateIn2 middlegame sacrifice short
DoUIK,5k2/8/2KP4/5N2/6p1/1P6/5n2/5b2 b - - 0 48,f8e8 f5g7 e8f7 d6d7,2153,advancedPawn crushing endgame master short
bwJPl,6k1/pQ3pb1/1p4p1/6B1/1q4n1/1NN2p2/1PP5/2K1rB1R w - - 1 24,c3d1 e1d1 c1d1 g4f2 d1c1 b4e1,2155,attraction fork long mate mateIn3 middlegame sacrifice
s1rvi,1k3r2/1pp3p1/r7/p2P3Q/8/4q2P/PPP2RP1/3R2K1 w - - 3 28,d1f1 a6f6 h5e2 e3e2 f2e2 f6f1,2155,crushing endgame long
pcMir,r4rk1/pp5p/2p1R3/3p4/3P1bP1/1B6/PPP3Kp/5R2 b - - 0 28,g8f7 e6e4 f7g6 e4f4 f8f4 f1f4,2157,advantage endgame long pin
oRLAb,r1b2rk1/ppppqpp1/2n4p/3n4/4P3/P1PB1N2/5PPP/R1BQ1RK1 b - - 1 11,d5c3 d1c2 d7d5 c2c3,2158,advantage opening short
qA1ac,7r/1R6/2pk4/4q1p1/2Pp2Q1/7P/6PK/8 w - - 3 40,h2g1 e5e3 g1h1 e3c1 h1h2 c1f4 g4f4 g5f4,2161,advantage endgame veryLong
rOlEH,3r1rk1/p1qnpp1p/1p3bp1/8/2P5/1P3NP1/PB1Q1PKP/R3R3 b - - 2 17,d7e5 d2f4 e5f3 f4c7,2161,advantage master middlegame short
4MnA3,r2q1r1k/1p3ppp/3Q4/4nP2/4Pp1P/1P3P2/p1P1B3/K2R3R b - - 0 24,d8a5 b3b4 a5a3 d6e5,2163,crushing master middlegame short
CPevB,r4rk1/3b1ppp/pqp1p3/2b5/4NP2/8/PPP2PPP/R2Q1RK1 w - - 0 14,d1d7 f8d8 e4c5 d8d7,2163,advantage middlegame short trappedPiece
Rmpkd,r4rk1/1p3p1p/pqn2Qp1/6N1/1P6/P3P3/5PPP/1bB2RK1 b - - 1 19,b1d3 c1b2 c6d4 f6b6,2163,crushing middlegame quietMove short
hZ41x,6k1/5pp1/p4r2/4Q3/P3p2p/1P2NqP1/2Pr1P1P/4RRK1 w - - 0 36,e3g2 d2f2 e5e8 g8h7 e8e4 f3e4 f1f2 e4d4,2164,advantage middlegame veryLong
vkpPX,2r5/2p2kp1/N1P2p2/1P1PRn1p/6b1/B7/6PK/8 b - - 2 39,f5d4 e5e7 f7g6 a6c7,2166,crushing endgame short
Lzy8i,8/7p/5kp1/1pP5/1n3PPP/5K2/P7/8 b - - 1 47,b4a2 c5c6 f6e7 f4f5 g6f5 g4f5,2168,crushing endgame knightEndgame long
I02SA,r3nrk1/1bqnpp1p/3p2p1/4P3/3P1PP1/5NNP/6B1/1R2QR1K b - - 0 24,d6e5 b1b7 c7b7 f3e5 b7c8 e5d7 c8d7 g2a8,2169,advantage deflection opening veryLong
tHR67,1k1r4/p1p2p1p/Bp2pq2/2r5/8/1P1P1P2/P1P1QP1P/2KR3R w - - 1 22,e2e4 f6a1 c1d2 a1c3 d2e2 c5e5,2169,advantage long middlegame pin queensideAttack
blCBD,8/p2kn2p/6p1/P1pBPp2/2P2p1P/5K2/5P2/8 b - - 4 32,e7c6 d5c6 d7c6 f3f4 c6d7 f4g5,2171,crushing endgame long
rpinV,r1b4r/4kpp1/p1p1p2p/q3P3/PP1Q4/8/5PPP/R4RK1 b - - 0 18,h8d8 d4d6 d8d6 e5d6 e7d6 b4a5,2171,advantage collinearMove long middlegame sacrifice
sn3qe,2r5/1b3kp1/p3qnp1/4ppQ1/8/4P3/PP1R1PPP/3R2K1 b - - 10 25,f6e4 d2d7 f7g8 d7d8 c8d8 g5d8 g8h7 d8h4,2171,advantage fork middlegame veryLong
tnQpc,6r1/1p3k2/p1b1pq1p/2R2p2/3P4/4P1Q1/PP3PPP/1B3RK1 w - - 7 25,g3e5 g8g2 g1h1 g2h2 h1h2 f6h4 h2g1 h4h1,2172,attraction discoveredCheck doubleCheck kingsideAttack mate mateIn4 middlegame sacrifice veryLong
Pz0KU,8/2p5/2p2p2/2Pp3p/1P1PkP1P/6P1/4K3/8 w - - 1 47,e2f2 f6f5 g3g4 f5g4 f4f5 e4f5,2173,crushing endgame long pawnEndgame quietMove
shDQp,4r3/8/p3P3/1p1R1P2/5KP1/8/Pk4P1/4r3 b - - 0 44,e8f8 d5e5 e1f1 f4g5 f8g8 g5f6,2174,crushing defensiveMove endgame long rookEndgame
yDxXf,2kr1b2/ppp2Npr/2n1pn2/5q2/2B3p1/2NP2P1/PPP2P2/R1BQR1K1 w - - 1 14,f7d8 f5h5 c4e6 c8d8 e6d5 f6d5,2174,advantage intermezzo long middlegame quietMove
c6eNp,3r3k/pp5p/8/2b1PPP1/2p5/3b1B2/P4R2/3R2K1 b - - 0 30,c5f2 g1f2 d8e8 d1d3 c4d3 e5e6,2175,advantage endgame long
3HKpV,6r1/7k/p1q1br1p/3p1N2/P2P2P1/2P2p1Q/5K1P/2R1R3 w - - 0 27,f2f3 g8g4 h3g4 f6f5,2176,advantage middlegame pin short
WYgsw,r6r/1p3pp1/p2P1k2/5P2/1Q1p1q2/3P4/PP4R1/4R1K1 w - - 1 28,e1e4 h8h1 g1h1 f4f1 h1h2 a8h8 h2g3 f1d3 g3f2 d3e4,2176,attraction crushing endgame exposedKing fork sacrifice veryLong
5Ta0e,3r1rk1/pp2p1bp/1np1Ppp1/8/1qP5/1P1B1QN1/P5PP/3R1R1K b - - 2 19,b4c3 d3g6 c3f3 g6f7 g8h8 g2f3,2178,advantage intermezzo long middlegame sacrifice
KMHWo,r2q1rk1/pp3pp1/3bp3/1B5p/6n1/5NP1/PPP2P1P/R2QR1K1 b - - 0 16,g4f2 g1f2 d8b6 f2g2 b6b5 d1d6,2178,advantage hangingPiece long middlegame
Ha9BQ,rnb1k2r/p3ppb1/2p2npp/qp2P3/5B2/2N2N2/PPPQBPPP/2KR3R b kq - 0 10,b5b4 e5f6 b4c3 f6g7 c3d2 f4d2,2179,advancedPawn crushing long middlegame sacrifice
DhiFX,4r1k1/5p2/4P1pQ/2r2p1p/pqN4P/1P1R2P1/1KP5/8 b - - 0 41,b4b7 d3d7 b7d7 e6d7,2181,advancedPawn crushing endgame master short
Zb4jt,3n1k2/1p3P2/p5p1/3Q4/P7/1B5P/6PK/5q2 b - - 4 36,d8f7 d5f7 f1f7 b3f7 f8f7 a4a5,2181,crushing defensiveMove endgame long
nX5OX,r1b4r/1pk2ppp/p7/2b3B1/P7/5p2/1P3PPP/2KR1B1R b - - 3 15,c8f5 d1d5 f5e4 d5c5 c7d6 g5e7,2183,crushing fork long master middlegame
roRHp,8/p7/8/6K1/8/1P6/Pk6/8 w - - 1 50,g5f5 a7a5 a2a4 b2b3 f5e4 b3a4 e4d3 a4b3 d3d2 b3b2,2189,crushing defensiveMove endgame pawnEndgame quietMove veryLong
dNigJ,r4rk1/1R2nppp/p1n1b3/3pP3/3P1B2/q2B1N2/P4PPP/3Q1RK1 w - - 1 17,d3h7 g8h7 f3g5 h7g8 b7b3 a3a2,2190,advantage hangingPiece long middlegame
efMCu,8/8/8/P2R4/2Kpk3/2p5/1rP5/8 b - - 2 45,b2b4 c4b4 e4d5 a5a6 d5c6 b4c4 c6b6 c4d4 b6a6 d4c3,2190,crushing endgame rookEndgame veryLong
geaDz,4r3/1bq2pk1/1p4p1/2p1PPPp/3p3P/1P1P2Q1/rB3R2/5RK1 b - - 0 28,c7e5 g3e5 e8e5 b2d4 a2f2 d4e5,2191,attraction crushing long middlegame pin
ynCQy,rnb2k1r/pN3ppp/2p1qn2/8/Q1P2B2/2N3P1/PP2P3/R3KB2 b Q - 0 16,c8b7 a4b4 c6c5 b4b7 e6c6 f1g2 c6b7 g2b7,2191,crushing fork middlegame veryLong
TeBIB,8/8/p4p1p/5k1P/3K4/P5P1/8/8 w - - 1 51,d4c5 f5g4 c5d5 g4h5,2193,crushing endgame pawnEndgame short
VCVX5,3r2k1/4r2p/p1PN1pp1/1p6/1P6/P1PRB1KP/6P1/b7 b - - 2 32,a1c3 d3c3 d8d6 c6c7 e7c7 c3c7,2194,advancedPawn advantage endgame long master
iY1z4,8/5p2/3P2k1/4P3/8/5K2/1R4p1/6r1 b - - 1 63,g1e1 b2g2 g6f5 g2d2,2195,crushing defensiveMove endgame rookEndgame short
dRAIv,8/8/5p2/1pk1p1p1/4P2p/3KPP1P/1P6/8 w - - 0 36,b2b3 c5b4 d3c2 b4a3 c2c3 a3a2 c3b4 a2b2 b4b5 b2b3,2196,crushing endgame pawnEndgame veryLong
XaCds,8/pp3Q2/2k3Bp/6p1/3P4/2P1n1PK/PP1q3P/8 w - - 5 37,d4d5 c6b6 f7e6 b6a5 b2b4 a5a4,2197,crushing defensiveMove endgame long
Q98C1,r1bq1r2/pp1pb1pk/2n1p3/3nP1P1/3P4/2P5/5PP1/RNBQK2R b KQ - 0 13,h7g8 h1h8 g8h8 d1h5 h8g8 g5g6 d5f6 e5f6 f8f6 h5h7 g8f8 h7h8,2198,attraction kingsideAttack master masterVsMaster mate mateIn5 opening sacrifice veryLong
MKQDI,8/7p/8/p3kpp1/2K5/P4PP1/7P/8 b - - 0 45,g5g4 f3g4 f5g4 c4b5,2199,crushing endgame pawnEndgame short
12EbY,2r5/5p2/1k3p2/1p1p3p/p1RRp2P/K1P1P1P1/5P2/8 b - - 0 39,c8c4 d4c4 b5c4 g3g4 h5g4 h4h5 f6f5 h5h6,2200,crushing endgame quietMove rookEndgame veryLong
14mG0,3r2k1/2RP1p2/1p4p1/1B5p/3KP2r/8/8/8 b - - 0 42,h4h2 c7c8 h2d2 b5d3 g8f8 c8d8,2200,advantage defensiveMove endgame long pin
ImVFh,3r2k1/1r3pp1/p1nqp2p/1p6/3P1n2/P4N1P/1P1Q1PP1/1B1R1RK1 b - - 1 20,c6d4 f3d4 d6d4 d2f4 d4d1 f1d1,2200,advantage long middlegame
Y76F2,6k1/pb3p1p/1p1b1p2/3P3q/4B3/5N2/P4PPP/2Q3K1 b - - 3 21,b7d5 c1c8 g8g7 g2g4 d5e6 c8e6 h5h2 f3h2,2200,advantage endgame veryLong
cnVlR,r5k1/pp2pr1p/3p1ppB/3P4/3bQ3/R7/qP3PPP/1R4K1 b - - 1 21,a2c4 h6e3 f6f5 e4d4 c4d4 e3d4,2200,advantage long middlegame
h1nQv,r3k2r/ppp2ppp/2np1n2/8/3PP2q/2N2B1b/PPP3PK/R1BQ3R w kq - 0 12,g2h3 f6g4 h2g2 h4f2,2200,mate mateIn2 middlegame pin short swallowstailMate
qugCS,2r1r1k1/p4ppp/1pN5/2bn4/8/8/P4PPP/RNB1RK2 w - - 3 20,c6a7 e8e1 f1e1 c8e8 e1d1 c5d4,2200,advantage attraction long middlegame
HVqQ0,4rrk1/pp1n2p1/2pq2Np/3p1B2/3Pn3/3Q3R/PPP3PP/5R1K b - - 5 21,d6g6 f5g6 e4f2 h1g1,2202,advantage hangingPiece master middlegame short
bBSEq,8/1p5p/p3k1p1/2R5/5pn1/4p3/PP4PP/6K1 w - - 0 37,h2h3 e3e2 c5c1 g4e5 c1e1 f4f3 e1e2 f3e2,2202,advancedPawn crushing endgame quietMove veryLong
2F9Lk,8/8/4p3/3pNk2/pppP4/P4K2/1PP3P1/8 w - - 0 39,e5c6 c4c3 b2c3 b4b3,2203,advantage endgame knightEndgame short
